username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;
GFCanteen;2016-11-08 00:32;0;0;@BarackObama Proud to support @KamalaHarris & looking forward to her representing us. Thanks, (almost) Senator Harris.;;@BarackObama @KamalaHarris;;7.95771E+17;https://twitter.com/GFCanteen/status/795770931679358976;
themanfronUNCLE;2016-11-08 00:32;1;4;@KamalaHarris I'm sorry, but there are here illegally, aren't they? They are 'undocumented' because they are breaking the damned law.;;@KamalaHarris;;7.95771E+17;https://twitter.com/themanfronUNCLE/status/795770838389768196;
MaryBal57650553;2016-11-08 00:30;0;0;@KamalaHarris @BeraForCongress don't waste your vote 4 Bera. He has slandered opponent. VOTE SCOTT JONES, a man of honor;;@KamalaHarris @BeraForCongress;;7.9577E+17;https://twitter.com/MaryBal57650553/status/795770364575956994;
KamalaHarris;2016-11-08 00:30;94;214;Honored to have @BarackObama on #TeamKamala ! If elected to the Senate tomorrow, I'll fight for the people of California every day. pic.twitter.com/bFRWrdwDKL;;@BarackObama;#TeamKamala;7.9577E+17;https://twitter.com/KamalaHarris/status/795770324935737345;
PalisadeAP;2016-11-08 00:29;1;3;@KamalaHarris call them #illegalimmigrants Humans, yes, but if in USA against the law, then you're breaking the law & therefore a #criminal;;@KamalaHarris;#illegalimmigrants #criminal;7.9577E+17;https://twitter.com/PalisadeAP/status/795770181696024576;
Unz76;2016-11-08 00:25;0;7;Wetbacks and beaners could hurt their feelings. @DaveIsBroke @KamalaHarris https:// youtu.be/krPhj39Tp30;;@DaveIsBroke @KamalaHarris;;7.95769E+17;https://twitter.com/Unz76/status/795769238673727488;
afa1776;2016-11-08 00:24;13;14;"@KamalaHarris That is like saying intruder"" or ""home invader"" is offensive when referring to someone who broke in to your house.""";;@KamalaHarris;;7.95769E+17;https://twitter.com/afa1776/status/795768941884952576;
JFABtm;2016-11-08 00:24;0;4;@USNCTM @Phibear94 @1911G_fan @KamalaHarris she would coddle then too;;@USNCTM @Phibear94 @1911G_fan @KamalaHarris;;7.95769E+17;https://twitter.com/JFABtm/status/795768823215362048;
NETRetired;2016-11-08 00:23;0;0;Send off of love 4 @POTUS w/b 2 vote: @HillaryClinton @KamalaHarris @TammyforIL @KatieMcGintyPA @pattyforiowa etc pic.twitter.com/Pq9WmCLeM0;;@POTUS @HillaryClinton @KamalaHarris @TammyforIL @KatieMcGintyPA @pattyforiowa;;7.95769E+17;https://twitter.com/NETRetired/status/795768779481481216;
wackyterbacky5;2016-11-08 00:22;10;17;You're absolutely right... instead of looking for appropriate labels, we should be packing their asses back to their homes. @KamalaHarris;;@KamalaHarris;;7.95769E+17;https://twitter.com/wackyterbacky5/status/795768538145419264;
sgperez_;2016-11-08 00:22;3;2;@KamalaHarris talks about the second amendment. pic.twitter.com/0Bjdw9tmXo;;@KamalaHarris;;7.95768E+17;https://twitter.com/sgperez_/status/795768432767614976;
GiveMeMyRights;2016-11-08 00:21;16;67;@kuffodog @KamalaHarris They jump ahead of people the world over who endeavor to prove they are a benefit to this country, deserving a visa. Is this somehow fair?;;@kuffodog @KamalaHarris;;7.95768E+17;https://twitter.com/GiveMeMyRights/status/795768250441334785;
PMLNCALIFORNIA;2016-11-08 00:20;0;0;@KamalaHarris @senricardolara @RobertGarciaLB LA city is 20 million plus people and one place for early #voting today. #Election2016;;@KamalaHarris @senricardolara @RobertGarciaLB;#voting #Election2016;7.95768E+17;https://twitter.com/PMLNCALIFORNIA/status/795767929258131456;
mhgaedeke;2016-11-08 00:20;0;1;@Blickch this #AuslandSchweizer is for @HillaryClinton and @KamalaHarris for Senate in Cali! #MoreWomenInOffice pic.twitter.com/pScDLc6ZfL;;@Blickch @HillaryClinton @KamalaHarris;#AuslandSchweizer #MoreWomenInOffice;7.95768E+17;https://twitter.com/mhgaedeke/status/795767906617290757;
Carrphotos;2016-11-08 00:20;1;1;US Senate candidate Kamala Harris speaks to supporters at Clinton campaign office in Long Beach. #kamalaharris pic.twitter.com/ldOjGYYTAv;;;#kamalaharris;7.95768E+17;https://twitter.com/Carrphotos/status/795767889877823488;
kc135tech;2016-11-08 00:20;1;9;@const_liberty1 @KamalaHarris wish my grandparents had all the conveniences illegal aliens and anchor babies have today when they immigrated;;@const_liberty1 @KamalaHarris;;7.95768E+17;https://twitter.com/kc135tech/status/795767860425584640;
USNCTM;2016-11-08 00:19;1;5;@Phibear94 @1911G_fan @KamalaHarris And drug dealers are unlicensed pharmacists.;;@Phibear94 @1911G_fan @KamalaHarris;;7.95768E+17;https://twitter.com/USNCTM/status/795767703265046528;
GiveMeMyRights;2016-11-08 00:19;30;129;@kuffodog @KamalaHarris If they jumped the border illegally, avoiding the legal process, they are illegal aliens to this country.;;@kuffodog @KamalaHarris;;7.95768E+17;https://twitter.com/GiveMeMyRights/status/795767637330501632;
KamalaHarris;2016-11-08 00:18;17;42;Long Beach is ready for #ElectionDay ! Getting out the vote with @senricardolara and @RobertGarciaLB . pic.twitter.com/gWCIYvEGFA – bei Downtown Long Beach;;@senricardolara @RobertGarciaLB;#ElectionDay;7.95767E+17;https://twitter.com/KamalaHarris/status/795767478395682816;
AenarHegels;2016-11-08 00:17;1;1;@KamalaHarris What if they are not working but voting? #IllegalAlien;;@KamalaHarris;#IllegalAlien;7.95767E+17;https://twitter.com/AenarHegels/status/795767192331513857;
Phibear94;2016-11-08 00:16;2;1;@_PatJohnson_ @1911G_fan @KamalaHarris We don't wanna piss off the little green men!;;@_PatJohnson_ @1911G_fan @KamalaHarris;;7.95767E+17;https://twitter.com/Phibear94/status/795766829264162816;
PMLNCALIFORNIA;2016-11-08 00:16;0;0;How can you have 20 + million people with one voting place 1 day before #Election2016 #earlyvote #california @HillaryClinton @KamalaHarris;;@HillaryClinton @KamalaHarris;#Election2016 #earlyvote #california;7.95767E+17;https://twitter.com/PMLNCALIFORNIA/status/795766825816498177;
const_liberty1;2016-11-08 00:15;39;54;@KamalaHarris It's offensive to me, that they came to my country illegally. That's what is offensive to me.;;@KamalaHarris;;7.95767E+17;https://twitter.com/const_liberty1/status/795766575160643584;
KamalaHarris;2016-11-08 00:13;13;51;"Mayor @RobertGarciaLB : I've been proud to be with Kamala since day 1!"" And I've been proud to have your support! pic.twitter.com/4Whc8FZW53""";;@RobertGarciaLB;;7.95766E+17;https://twitter.com/KamalaHarris/status/795766266443091968;
Dbright21;2016-11-08 00:12;20;13;@KamalaHarris a lot of them aren't even workers. And thanks for getting Kate Steinle murdered.;;@KamalaHarris;;7.95766E+17;https://twitter.com/Dbright21/status/795765781292122112;
PewPewDave;2016-11-08 00:11;17;75;@KamalaHarris what else should we refer to the criminals as?;;@KamalaHarris;;7.95766E+17;https://twitter.com/PewPewDave/status/795765588501139456;
von_scrappy;2016-11-08 00:10;1;10;@KamalaHarris shut up they broke the law they are criminals;;@KamalaHarris;;7.95765E+17;https://twitter.com/von_scrappy/status/795765307314937856;
Phibear94;2016-11-08 00:09;11;85;@stillettolover @KamalaHarris @kcranews @CNN @DHSgov Shhhh! Don't speak the truth! Reason #1 I didn't vote for her right here!;;@stillettolover @KamalaHarris @kcranews @CNN @DHSgov;#1;7.95765E+17;https://twitter.com/Phibear94/status/795765119284187136;
stillettolover;2016-11-08 00:02;28;156;@KamalaHarris But they broke Federal Law when they came here. How r they not criminals??? @kcranews @CNN @DHSgov @Phibear94;;@KamalaHarris @kcranews @CNN @DHSgov @Phibear94;;7.95763E+17;https://twitter.com/stillettolover/status/795763392942215168;
Scott_Wiener;2016-11-08 00:00;21;71;Tomorrow's election will shape the direction of the U.S. for years to come. Please join me in supporting @HillaryClinton and @KamalaHarris . pic.twitter.com/xhk3vPpash;;@HillaryClinton @KamalaHarris;;7.95763E+17;https://twitter.com/Scott_Wiener/status/795762949696602112;
kcrw;2016-11-08 00:00;1;5;US Senate: Democrats @kamalaharris & @lorettasanchez try to distinguish themselves (w/ @danschnur & @radiochio ) http:// kcrw.co/2eGmHYA pic.twitter.com/wZYaTnlVte;;@kamalaharris @lorettasanchez @danschnur @radiochio;;7.95763E+17;https://twitter.com/kcrw/status/795762904641536000;
stillettolover;2016-11-07 23:58;0;0;@KamalaHarris Condolences to her family. But she didn't fight for justice. Not one bit. Remember WACO where innocent kids burned to death?;;@KamalaHarris;;7.95762E+17;https://twitter.com/stillettolover/status/795762400599257088;
stillettolover;2016-11-07 23:57;0;1;@KamalaHarris @NRA You can ban them all you want. No one will obey. Not even law enforcement because they know it's not right.;;@KamalaHarris @NRA;;7.95762E+17;https://twitter.com/stillettolover/status/795762008645713921;
stillettolover;2016-11-07 23:56;0;0;@KamalaHarris @kcranews @nra . This is that bullsh*t that the Dems r doing to lawful gun owners here in CA. Totally unconstitutional. @CNN https:// twitter.com/kamalaharris/s tatus/795742603928956928 …;;@KamalaHarris @kcranews @nra @CNN;;7.95762E+17;https://twitter.com/stillettolover/status/795761789426286593;
crv716;2016-11-07 23:49;1;13;#YearOfTheWomen #ImWithAllTheHers This queer man is proud to stand 4 amazing woman! @HillaryClinton @JaneKim @NancyPelosi @KamalaHarris pic.twitter.com/IsslvE8KKP;;@HillaryClinton @JaneKim @NancyPelosi @KamalaHarris;#YearOfTheWomen #ImWithAllTheHers;7.9576E+17;https://twitter.com/crv716/status/795760144718008320;
WomensHighTech;2016-11-07 23:49;2;0;New women of Congress poised to bring tech savvy to the table ie CA's @ZephyrTeachout and @KamalaHarris http://www. politico.com/tipsheets/morn ing-tech/2016/11/four-potential-newbies-who-could-be-tech-voices-in-congress-217189 … #womenintech;;@ZephyrTeachout @KamalaHarris;#womenintech;7.9576E+17;https://twitter.com/WomensHighTech/status/795760061045940224;
martinoxon;2016-11-07 23:47;1;4;Californians! A few good VOTER GUIDES for dems on http:// lotofgoodstuff.com ! Know your supreme court judges, @KamalaHarris and more!;;@KamalaHarris;;7.9576E+17;https://twitter.com/martinoxon/status/795759587836035072;
Rothbardian1627;2016-11-07 23:44;1;3;@thefreerifleman @KamalaHarris @mamaanarchist @byoanarchy I like trains. pic.twitter.com/DnsD9MNrSy;;@thefreerifleman @KamalaHarris @mamaanarchist @byoanarchy;;7.95759E+17;https://twitter.com/Rothbardian1627/status/795758850670469120;
sgperez_;2016-11-07 23:44;6;5;Supporters wait for @KamalaHarris on 4th St. and Pine Ave. pic.twitter.com/ePr3nP9Zhk;;@KamalaHarris;;7.95759E+17;https://twitter.com/sgperez_/status/795758746886553600;
TowerinthePark;2016-11-07 23:40;1;2;very happy that my home state is going to elect a woman of color to the Senate! #California #kamalaharris;;;#California #kamalaharris;7.95758E+17;https://twitter.com/TowerinthePark/status/795757729113579520;
emmarolyat;2016-11-07 23:38;1;3;I am so excited to vote for @HillaryClinton , @KamalaHarris , and all 17 ballot measures in CA tomorrow. http://www. bendthearc.us/sites/default/ files/bend-the-arc-2016-voter-guide.pdf …;;@HillaryClinton @KamalaHarris;;7.95757E+17;https://twitter.com/emmarolyat/status/795757329295687680;
czarneckims;2016-11-07 23:36;0;1;"@KamalaHarris 3100 traffic deaths in CA/year; 1600 homicide/yr-UR 2x as likely to die on the roads. Ban assault cars"" NOW! It's reasonable.""";;@KamalaHarris;;7.95757E+17;https://twitter.com/czarneckims/status/795756763303669760;
ChoppedRod;2016-11-07 23:35;35;102;@KamalaHarris So we shouldn't be using legal terms anymore? What about thieves, rapist, child molesters? What are we calling THEM now?;;@KamalaHarris;;7.95757E+17;https://twitter.com/ChoppedRod/status/795756680407433216;
ciruelas_rojas;2016-11-07 23:30;0;0;@KamalaHarris You should've sought the death penalty for Edwin Ramos. You lied when you said you would consider each case individually.;;@KamalaHarris;;7.95755E+17;https://twitter.com/ciruelas_rojas/status/795755416135176192;
thefreerifleman;2016-11-07 23:28;0;1;@TheAliceSmith If there were no 2A, I would still own them, govt be damned, because ppl who don't, end up in shallow graves @KamalaHarris pic.twitter.com/Ow9TXGhM6W;;@TheAliceSmith @KamalaHarris;;7.95755E+17;https://twitter.com/thefreerifleman/status/795754829914128387;
AvanAdni;2016-11-07 23:25;0;1;@_ThatGuyT @DFoxx13 @KamalaHarris Its ok. The rumor is CA gun owners dont intend on complying. And why should they? #Comey;;@_ThatGuyT @DFoxx13 @KamalaHarris;#Comey;7.95754E+17;https://twitter.com/AvanAdni/status/795754118480416768;
czarneckims;2016-11-07 23:25;0;2;"@KamalaHarris You toss around phrases like assault weapon"" - I'd love for you to please define EXACTLY what you mean by ""assault weapon.""""";;@KamalaHarris;;7.95754E+17;https://twitter.com/czarneckims/status/795754089996914688;
KamalaHarris;2016-11-07 23:23;20;67;So glad to see this little one at our rally in OC with State Senate candidate Josh Newman -- she had a lot to say during the event! pic.twitter.com/zgyNCoQ6FZ;;;;7.95754E+17;https://twitter.com/KamalaHarris/status/795753549741244416;
thefreerifleman;2016-11-07 23:21;6;8;@KamalaHarris Pay attention: Either learn to drive a rifle, or enjoy riding the rail car. @mamaanarchist @Rothbardian1627 @byoanarchy pic.twitter.com/yhcHpPUPye;;@KamalaHarris @mamaanarchist @Rothbardian1627 @byoanarchy;;7.95753E+17;https://twitter.com/thefreerifleman/status/795753111952293888;
BossMitties;2016-11-07 23:21;1;1;@byoanarchy @mamaanarchist @KamalaHarris it was created to hold statesmen/women back. Know your place, or be put in it.;;@byoanarchy @mamaanarchist @KamalaHarris;;7.95753E+17;https://twitter.com/BossMitties/status/795753040225583106;
PntA2B;2016-11-07 23:05;0;0;TheRideShareGuy: RT RobertGarciaLB: Looking forward to welcoming KamalaHarris to Long Beach at 2:45 at 90 4th Stre… http:// ift.tt/2b9XBRn;;;;7.95749E+17;https://twitter.com/PntA2B/status/795749032022917120;
KamalaHarris;2016-11-07 23:00;11;18;We must continue having an open dialogue about criminal justice reform & work together to rebuild lost trust. http://www. sfgate.com/crime/article/ Arrest-rates-remain-higher-among-minorities-10594737.php …;;;;7.95748E+17;https://twitter.com/KamalaHarris/status/795747685198417920;
dodaistewart;2016-11-07 22:59;2;3;28 people who could make history on Election Day & change the face of American politics (including @KamalaHarris ) http:// fusion.net/story/364777/e lection-2016-milestones-firsts/ … pic.twitter.com/qqpKUeACwO;;@KamalaHarris;;7.95748E+17;https://twitter.com/dodaistewart/status/795747587177533440;
bmaloney7861;2016-11-07 22:57;1;3;@KamalaHarris So what exactly is the definition of an assault weapon? Calif's assault weapon ban didnt stop the San Bernardino terrorist;;@KamalaHarris;;7.95747E+17;https://twitter.com/bmaloney7861/status/795746959793324032;
hugeartist;2016-11-07 22:54;0;1;@KamalaHarris Voted by Mail. I am an invalid. Straight blue, all of the way. Proud to be a Democrat.;;@KamalaHarris;;7.95746E+17;https://twitter.com/hugeartist/status/795746272716017664;
davidciani;2016-11-07 22:52;0;0;@KamalaHarris 'alien' was a legal term-of-art… lay people now use it offensively. It should be relegated to the history books.;;@KamalaHarris;;7.95746E+17;https://twitter.com/davidciani/status/795745689074483202;
kuffodog;2016-11-07 22:51;0;0;"People are not illegal"" unless they are stolen slaves, illegally owned slaves or otherwise designated as property. @KamalaHarris""";;@KamalaHarris;;7.95746E+17;https://twitter.com/kuffodog/status/795745513370894336;
CWGoodroe;2016-11-07 22:50;4;7;@KamalaHarris We already have background checks, & what's UR rationale 4 wanting to prohibit citizens from owning rifles used to protect U?;;@KamalaHarris;;7.95745E+17;https://twitter.com/CWGoodroe/status/795745313705246722;
mamaanarchist;2016-11-07 22:50;2;4;@Rothbardian1627 @byoanarchy @KamalaHarris hunting school? @thefreerifleman did you start a business that I don't know about?;;@Rothbardian1627 @byoanarchy @KamalaHarris @thefreerifleman;;7.95745E+17;https://twitter.com/mamaanarchist/status/795745202937810944;
Indiesociety;2016-11-07 22:47;1;1;One of the smartest candidates on the ticket is the outstanding, amazing and inspiring @KamalaHarris https:// twitter.com/eqca/status/79 5742664142495745 …;;@KamalaHarris;;7.95744E+17;https://twitter.com/Indiesociety/status/795744387280097280;
KamalaHarris;2016-11-07 22:44;16;31;No regrets on Wednesday. Let’s do the hard work to get the job done today and tomorrow to win this election.;;;;7.95744E+17;https://twitter.com/KamalaHarris/status/795743860785696768;
Rothbardian1627;2016-11-07 22:43;3;7;"@byoanarchy @KamalaHarris Hunting school?"" LOL. pic.twitter.com/Xq72msUUvd""";;@byoanarchy @KamalaHarris;;7.95744E+17;https://twitter.com/Rothbardian1627/status/795743531696590849;
KamalaHarris;2016-11-07 22:43;10;55;I am here to thank you for your support of me, for your support of Josh, and to ask you to push a little harder over the next 24 hours.;;;;7.95743E+17;https://twitter.com/KamalaHarris/status/795743444731711488;
jehabig;2016-11-07 22:42;7;25;Packed house in Anaheim for @KamalaHarris bus tour stop and rally with Josh Newman #teamKamala pic.twitter.com/a6EKe07fIp;;@KamalaHarris;#teamKamala;7.95743E+17;https://twitter.com/jehabig/status/795743354801647616;
drolland;2016-11-07 22:41;0;4;Rallying with @KamalaHarris in Anaheim for state Senate candidate Josh Newman! #HelloNewman pic.twitter.com/2H2arc6W5e;;@KamalaHarris;#HelloNewman;7.95743E+17;https://twitter.com/drolland/status/795743115910840320;
sparklypine;2016-11-07 22:41;0;0;@wjohngalloway just voted! Aside from pres, we in Cal will get a great new senator @KamalaHarris and chance to repeal death penalty;;@wjohngalloway @KamalaHarris;;7.95743E+17;https://twitter.com/sparklypine/status/795742918036176896;
KamalaHarris;2016-11-07 22:39;35;108;On guns: we want background checks, we want a ban on assault weapons. That’s just reasonable.;;;;7.95743E+17;https://twitter.com/KamalaHarris/status/795742603928956928;
vshankar05;2016-11-07 22:39;0;4;"@KamalaHarris How about removing the word alien"". The term ""resident alien"" is equally offensive""";;@KamalaHarris;;7.95743E+17;https://twitter.com/vshankar05/status/795742590503043072;
KamalaHarris;2016-11-07 22:39;28;60;"The term illegal alien” is offensive and we must stop treating undocumented workers as criminals in this country.""";;;;7.95742E+17;https://twitter.com/KamalaHarris/status/795742401155383296;
Click_CA;2016-11-07 22:38;0;2;Huge, over-capacity crowd for @KamalaHarris , Josh Newman in @LorettaSanchez 's OC backyard #CAsen pic.twitter.com/bhXtJP1JlN;;@KamalaHarris @LorettaSanchez;#CAsen;7.95742E+17;https://twitter.com/Click_CA/status/795742193193320448;
KamalaHarris;2016-11-07 22:37;5;18;Josh has been an incredible leader on immigration reform. He knows that we cannot conflate immigration policy with criminal justice policy.;;;;7.95742E+17;https://twitter.com/KamalaHarris/status/795742035269455873;
KamalaHarris;2016-11-07 22:35;7;16;I believe we are a great country because we were founded on the idea in 1776 that we are all and should be treated as equals.;;;;7.95742E+17;https://twitter.com/KamalaHarris/status/795741527876124675;
sctrojans_10;2016-11-07 22:34;0;0;@KamalaHarris You want responsible owners to give something away, what do you give us to compensate for that?;;@KamalaHarris;;7.95741E+17;https://twitter.com/sctrojans_10/status/795741273621729280;
KamalaHarris;2016-11-07 22:34;7;17;This time in our country is as pivotal as ever. We must look in the mirror with furrowed brow and ask the question: who are we?;;;;7.95741E+17;https://twitter.com/KamalaHarris/status/795741227589124097;
KamalaHarris;2016-11-07 22:33;8;17;The work that comes out of Sacramento has a profound impact on all of us—including millions of people we will never meet.;;;;7.95741E+17;https://twitter.com/KamalaHarris/status/795741032176455680;
michelle031580;2016-11-07 22:33;0;0;Strong women will rule the world!! GOTV for @KamalaHarris !!! #imwithherandher pic.twitter.com/sUZOPwGYfS;;@KamalaHarris;#imwithherandher;7.95741E+17;https://twitter.com/michelle031580/status/795740980267757568;
KamalaHarris;2016-11-07 22:32;18;47;All the oxygen has been sucked out of the room by the presidential election, but it matters who we elect on the local level.;;;;7.95741E+17;https://twitter.com/KamalaHarris/status/795740802035027969;
KamalaHarris;2016-11-07 22:32;7;39;In Anaheim to stand with Josh Newman and his campaign today as part of our Fearless for the People bus tour! pic.twitter.com/buMpZYs7VA;;;;7.95741E+17;https://twitter.com/KamalaHarris/status/795740635982536704;
matt_ereb0;2016-11-07 22:31;0;2;@KamalaHarris yes, it's common sense to turn over your rights to the ruling class who those rules do not apply to. Get your permission slip;;@KamalaHarris;;7.95741E+17;https://twitter.com/matt_ereb0/status/795740568097882114;
Rima_Regas;2016-11-07 22:28;0;0;"Hubby fills ballot & asks who 2 vote for for Senate. Looks at ballot. Sanchez was that nutty lady in the debate? OMG! @KamalaHarris check!""";;@KamalaHarris;;7.9574E+17;https://twitter.com/Rima_Regas/status/795739767870623744;
matt_ereb0;2016-11-07 22:26;0;3;@KamalaHarris if you don't know what you're talking about, you should stop talking;;@KamalaHarris;;7.95739E+17;https://twitter.com/matt_ereb0/status/795739334049730561;
cmarinucci;2016-11-07 22:25;1;0;Correction: THIS is @GavinNewsom 's new ad on guns, & clearly (along with @KamalaHarris ) there's an political cartoon/emoji trend happening https:// twitter.com/GavinNewsom/st atus/795065006219870208 …;;@GavinNewsom @KamalaHarris;;7.95739E+17;https://twitter.com/cmarinucci/status/795739007124578304;
ElizabethGore;2016-11-07 22:24;1;6;I'm #voting for @KamalaHarris Please join me in #CA #Vote #electionfinalthoughts #kamala @GavinNewsom @GoreCountry #Election2016 pic.twitter.com/0FftWJC7RI;;@KamalaHarris @GavinNewsom @GoreCountry;#voting #CA #Vote #electionfinalthoughts #kamala #Election2016;7.95739E+17;https://twitter.com/ElizabethGore/status/795738775460511744;
RobertGarciaLB;2016-11-07 22:22;8;30;Looking forward to welcoming @KamalaHarris to Long Beach at 2:45 at 90 4th Street in Downtown Long Beach at the Dem HQ - joins us;;@KamalaHarris;;7.95738E+17;https://twitter.com/RobertGarciaLB/status/795738148437270528;
AshtonAbrahms;2016-11-07 22:18;0;1;@KamalaHarris no one is asking you though so whatevs;;@KamalaHarris;;7.95737E+17;https://twitter.com/AshtonAbrahms/status/795737285513846788;
AshtonAbrahms;2016-11-07 22:18;0;1;@KamalaHarris the reason we have the second amendment isn't for hunting we used to have militias and guns are used to defend yourself;;@KamalaHarris;;7.95737E+17;https://twitter.com/AshtonAbrahms/status/795737122992898050;
PressGop;2016-11-07 21:51;0;0;@KamalaHarris @MaxineWaters @KarenBassTweets Maxine Waters. Get back to your District. It seems Waters doesn't care about the District.;;@KamalaHarris @MaxineWaters @KarenBassTweets;;7.9573E+17;https://twitter.com/PressGop/status/795730498601426944;
DrKarenFinn;2016-11-07 21:44;0;2;@steveburtoncpa TY for the reminder!! @lisafischersing @Martina @denajag @MaryLeeSeattle @KamalaHarris;;@steveburtoncpa @lisafischersing @Martina @denajag @MaryLeeSeattle @KamalaHarris;;7.95729E+17;https://twitter.com/DrKarenFinn/status/795728767721373696;
SecureWaterCA;2016-11-07 21:29;1;3;Both CA Senate candidates @KamalaHarris and @LorettaSanchez express support of #CAWaterFix to secure #CAWater : http://www. latimes.com/politics/la-po l-ca-senate-central-valley-20161106-story.html …;;@KamalaHarris @LorettaSanchez;#CAWaterFix #CAWater;7.95725E+17;https://twitter.com/SecureWaterCA/status/795724840887939072;
OBABL;2016-11-07 21:23;0;3;. @KamalaHarris on the passing #JanetReno pic.twitter.com/IIaBz7CpXo;;@KamalaHarris;#JanetReno;7.95723E+17;https://twitter.com/OBABL/status/795723435611746304;
JoyOfodu;2016-11-07 21:23;2;3;U.S. Senate candidate @KamalaHarris will be at the TCC Forum TONIGHT! #USC #ElectionDay pic.twitter.com/SyUXEnth0V;;@KamalaHarris;#USC #ElectionDay;7.95723E+17;https://twitter.com/JoyOfodu/status/795723339822051328;
ToddGloria;2016-11-07 21:20;9;25;We're rallying with @KamalaHarris at UCSD to #FlipThe49th . Let's put country first and vote for @ApplegateCA49 . He'll fight for us. pic.twitter.com/dYs8GjBfBg;;@KamalaHarris @ApplegateCA49;#FlipThe49th;7.95723E+17;https://twitter.com/ToddGloria/status/795722545190162432;
shawnjvandiver;2016-11-07 21:10;0;1;#GOTV @ApplegateCA49 @HillaryClinton @MaraWElliott @ScottPetersSD @KamalaHarris @TammyforIL @PatrickMurphyFL @toniatkins @ToddGloria;;@ApplegateCA49 @HillaryClinton @MaraWElliott @ScottPetersSD @KamalaHarris @TammyforIL @PatrickMurphyFL @toniatkins @ToddGloria;#GOTV;7.9572E+17;https://twitter.com/shawnjvandiver/status/795720099193724928;
brad_hodges8;2016-11-07 21:09;0;0;@KamalaHarris shooting an armadillo with a deer rifle is overkill, don't you think?;;@KamalaHarris;;7.9572E+17;https://twitter.com/brad_hodges8/status/795719791969529858;
douglasemhoff;2016-11-07 21:07;0;2;Back at you. ️ @KamalaHarris ! https:// twitter.com/kamalaharris/s tatus/795718626846375938 …;;@KamalaHarris;;7.95719E+17;https://twitter.com/douglasemhoff/status/795719358609690624;
MacieBoughton;2016-11-07 21:07;0;0;Because we already Know who's going to win. @KamalaHarris https:// twitter.com/politico/statu s/795705385357377536 …;;@KamalaHarris;;7.95719E+17;https://twitter.com/MacieBoughton/status/795719301533548544;
KamalaHarris;2016-11-07 21:04;8;27;pic.twitter.com/BhmxDpin37;;;;7.95719E+17;https://twitter.com/KamalaHarris/status/795718626846375938;
